Gemeinde,Year,Abschnitt,Betrag in Euro
neumarkt-im-mühlkreis,2011,Allgemeinbildender Unterricht,319447.64
neumarkt-im-mühlkreis,2011,Förderung des Unterrichtes,59052.81
neumarkt-im-mühlkreis,2011,Außerschulische Jugenerziehung,28532.13
neumarkt-im-mühlkreis,2011,Sport und außerschulische Leibeserziehung,16780.28
neumarkt-im-mühlkreis,2011,Berufsb. Unterricht,15732.28
neumarkt-im-mühlkreis,2011,Summe,975010.05
neumarkt-im-mühlkreis,2012,Vorschulische Erziehung,629075.63
neumarkt-im-mühlkreis,2012,Allgemeinbildender Unterricht,362347.85
neumarkt-im-mühlkreis,2012,Förderung des Unterrichtes,61215.54
neumarkt-im-mühlkreis,2012,Außerschulische Jugenerziehung,24456.95
neumarkt-im-mühlkreis,2012,Sport und außerschulische Leibeserziehung,16501.34
neumarkt-im-mühlkreis,2012,Berufsb. Unterricht,13717.14
neumarkt-im-mühlkreis,2012,Erwachsenenbildung,400.00
neumarkt-im-mühlkreis,2012,Summe,1107714.45
neumarkt-im-mühlkreis,2013,Vorschulische Erziehung,605732.13
neumarkt-im-mühlkreis,2013,Allgemeinbildender Unterricht,417650.23
neumarkt-im-mühlkreis,2013,Förderung des Unterrichtes,78176.07
neumarkt-im-mühlkreis,2013,Außerschulische Jugenerziehung,27225.95
neumarkt-im-mühlkreis,2013,Sport und außerschulische Leibeserziehung,16701.46
neumarkt-im-mühlkreis,2013,Berufsb. Unterricht,12247.80
neumarkt-im-mühlkreis,2013,Erwachsenenbildung,400.00
neumarkt-im-mühlkreis,2013,Summe,1158133.64
neumarkt-im-mühlkreis,2014,Vorschulische Erziehung,629882.35
neumarkt-im-mühlkreis,2014,Allgemeinbildender Unterricht,353145.63
neumarkt-im-mühlkreis,2014,Förderung des Unterrichtes,86491.09
neumarkt-im-mühlkreis,2014,Außerschulische Jugenerziehung,39825.65
neumarkt-im-mühlkreis,2014,Berufsb. Unterricht,20755.90
neumarkt-im-mühlkreis,2014,Sport und außerschulische Leibeserziehung,16753.84
neumarkt-im-mühlkreis,2014,Erwachsenenbildung,400.00
neumarkt-im-mühlkreis,2014,Summe,1147254.46
neumarkt-im-mühlkreis,2015,Vorschulische Erziehung,572762.87
neumarkt-im-mühlkreis,2015,Allgemeinbildender Unterricht,361949.12
neumarkt-im-mühlkreis,2015,Förderung des Unterrichtes,85919.29
neumarkt-im-mühlkreis,2015,Außerschulische Jugenerziehung,41918.91
neumarkt-im-mühlkreis,2015,Sport und außerschulische Leibeserziehung,18512.23
neumarkt-im-mühlkreis,2015,Berufsb. Unterricht,18238.30
neumarkt-im-mühlkreis,2015,Erwachsenenbildung,400.00
neumarkt-im-mühlkreis,2015,Summe,1099700.72
neumarkt-im-mühlkreis,2016,Vorschulische Erziehung,596862.95
neumarkt-im-mühlkreis,2016,Allgemeinbildender Unterricht,349959.63
neumarkt-im-mühlkreis,2016,Förderung des Unterrichtes,87341.17
neumarkt-im-mühlkreis,2016,Außerschulische Jugenerziehung,32976.82
neumarkt-im-mühlkreis,2016,Sport und außerschulische Leibeserziehung,16790.21
neumarkt-im-mühlkreis,2016,Berufsb. Unterricht,10145.01
neumarkt-im-mühlkreis,2016,Erwachsenenbildung,400.00
neumarkt-im-mühlkreis,2016,Summe,1094475.79
neumarkt-im-mühlkreis,2017,Vorschulische Erziehung,663089.02
neumarkt-im-mühlkreis,2017,Allgemeinbildender Unterricht,336208.95
neumarkt-im-mühlkreis,2017,Förderung des Unterrichtes,90329.86
neumarkt-im-mühlkreis,2017,Außerschulische Jugenerziehung,29134.69
neumarkt-im-mühlkreis,2017,Berufsb. Unterricht,23156.56
neumarkt-im-mühlkreis,2017,Sport und außerschulische Leibeserziehung,18756.83
neumarkt-im-mühlkreis,2017,Erwachsenenbildung,400.00
neumarkt-im-mühlkreis,2017,Summe,1161075.91
neumarkt-im-mühlkreis,2018,Vorschulische Erziehung,689940.36
neumarkt-im-mühlkreis,2018,Allgemeinbildender Unterricht,370530.64
neumarkt-im-mühlkreis,2018,Förderung des Unterrichtes,95817.41
neumarkt-im-mühlkreis,2018,Außerschulische Jugenerziehung,34214.43
neumarkt-im-mühlkreis,2018,Sport und außerschulische Leibeserziehung,22182.53
neumarkt-im-mühlkreis,2018,Berufsb. Unterricht,19721.66
neumarkt-im-mühlkreis,2018,Erwachsenenbildung,500.00
neumarkt-im-mühlkreis,2018,Summe,1232907.03
neumarkt-im-mühlkreis,2019,Vorschulische Erziehung,773503.52
neumarkt-im-mühlkreis,2019,Allgemeinbildender Unterricht,380678.90
neumarkt-im-mühlkreis,2019,Förderung des Unterrichtes,95911.05
neumarkt-im-mühlkreis,2019,Außerschulische Jugenerziehung,30919.50
neumarkt-im-mühlkreis,2019,Berufsb. Unterricht,27488.71
neumarkt-im-mühlkreis,2019,Sport und außerschulische Leibeserziehung,14805.35
neumarkt-im-mühlkreis,2019,Erwachsenenbildung,400.00
neumarkt-im-mühlkreis,2019,Summe,1323707.03
neustift-im-mühlkreis,2007,Vorschulische Erziehung,140353.89
neustift-im-mühlkreis,2007,Allgemeinbildender Unterricht,138307.56
neustift-im-mühlkreis,2007,Sport und außerschulische Leibeserziehung,16582.46
neustift-im-mühlkreis,2007,Berufsb. Unterricht,3613.26
neustift-im-mühlkreis,2007,Forschung und Wissenschaft,1200.00
neustift-im-mühlkreis,2007,Summe,300057.17
neustift-im-mühlkreis,2008,Vorschulische Erziehung,166733.05
neustift-im-mühlkreis,2008,Allgemeinbildender Unterricht,132378.22
neustift-im-mühlkreis,2008,Sport und außerschulische Leibeserziehung,31877.85
neustift-im-mühlkreis,2008,Berufsb. Unterricht,6638.86
neustift-im-mühlkreis,2008,Forschung und Wissenschaft,1450.00
neustift-im-mühlkreis,2008,Summe,339077.98
neustift-im-mühlkreis,2009,Allgemeinbildender Unterricht,190473.76
neustift-im-mühlkreis,2009,Vorschulische Erziehung,164800.80
neustift-im-mühlkreis,2009,Sport und außerschulische Leibeserziehung,40327.79
neustift-im-mühlkreis,2009,Berufsb. Unterricht,5009.92
neustift-im-mühlkreis,2009,Forschung und Wissenschaft,700.00
neustift-im-mühlkreis,2009,Summe,401312.27
neustift-im-mühlkreis,2010,Allgemeinbildender Unterricht,189624.55
neustift-im-mühlkreis,2010,Vorschulische Erziehung,186907.82
neustift-im-mühlkreis,2010,Sport und außerschulische Leibeserziehung,19567.24
neustift-im-mühlkreis,2010,Berufsb. Unterricht,5580.13
neustift-im-mühlkreis,2010,Forschung und Wissenschaft,800.00
neustift-im-mühlkreis,2010,Summe,402479.74
neustift-im-mühlkreis,2011,Vorschulische Erziehung,189190.47
neustift-im-mühlkreis,2011,Allgemeinbildender Unterricht,101749.89
neustift-im-mühlkreis,2011,Sport und außerschulische Leibeserziehung,18478.61
neustift-im-mühlkreis,2011,Berufsb. Unterricht,4089.36
neustift-im-mühlkreis,2011,Forschung und Wissenschaft,600.00
neustift-im-mühlkreis,2011,Summe,314108.33
neustift-im-mühlkreis,2012,Vorschulische Erziehung,185032.83
neustift-im-mühlkreis,2012,Allgemeinbildender Unterricht,108336.19
neustift-im-mühlkreis,2012,Sport und außerschulische Leibeserziehung,16312.81
neustift-im-mühlkreis,2012,Berufsb. Unterricht,4351.89
neustift-im-mühlkreis,2012,Forschung und Wissenschaft,725.00
neustift-im-mühlkreis,2012,Summe,314758.72
neustift-im-mühlkreis,2013,Vorschulische Erziehung,516974.91
neustift-im-mühlkreis,2013,Allgemeinbildender Unterricht,303665.66
neustift-im-mühlkreis,2013,Sport und außerschulische Leibeserziehung,26079.18
neustift-im-mühlkreis,2013,Außerschulische Jugenerziehung,5140.79
neustift-im-mühlkreis,2013,Berufsb. Unterricht,1431.30
neustift-im-mühlkreis,2013,Forschung und Wissenschaft,900.00
neustift-im-mühlkreis,2013,Summe,854191.84
neustift-im-mühlkreis,2014,Allgemeinbildender Unterricht,896061.13
neustift-im-mühlkreis,2014,Vorschulische Erziehung,278653.57
neustift-im-mühlkreis,2014,Sport und außerschulische Leibeserziehung,25135.69
neustift-im-mühlkreis,2014,Außerschulische Jugenerziehung,8572.41
neustift-im-mühlkreis,2014,Berufsb. Unterricht,3998.55
neustift-im-mühlkreis,2014,Forschung und Wissenschaft,825.00
neustift-im-mühlkreis,2014,Summe,1213246.35
neustift-im-mühlkreis,2015,Allgemeinbildender Unterricht,1251696.60
neustift-im-mühlkreis,2015,Vorschulische Erziehung,289579.98
neustift-im-mühlkreis,2015,Sport und außerschulische Leibeserziehung,40625.39
neustift-im-mühlkreis,2015,Außerschulische Jugenerziehung,4714.67
neustift-im-mühlkreis,2015,Berufsb. Unterricht,3285.70
neustift-im-mühlkreis,2015,Forschung und Wissenschaft,2020.00
neustift-im-mühlkreis,2015,Summe,1591922.34
neustift-im-mühlkreis,2016,Allgemeinbildender Unterricht,742101.52
neustift-im-mühlkreis,2016,Vorschulische Erziehung,283403.96
neustift-im-mühlkreis,2016,Außerschulische Jugenerziehung,30694.85
neustift-im-mühlkreis,2016,Sport und außerschulische Leibeserziehung,26642.58
neustift-im-mühlkreis,2016,Berufsb. Unterricht,3817.04
neustift-im-mühlkreis,2016,Forschung und Wissenschaft,1230.00
neustift-im-mühlkreis,2016,Summe,1087889.95
neustift-im-mühlkreis,2017,Allgemeinbildender Unterricht,427511.16
neustift-im-mühlkreis,2017,Vorschulische Erziehung,303660.90
neustift-im-mühlkreis,2017,Sport und außerschulische Leibeserziehung,17584.40
neustift-im-mühlkreis,2017,Berufsb. Unterricht,5017.38
neustift-im-mühlkreis,2017,Forschung und Wissenschaft,2515.00
neustift-im-mühlkreis,2017,Außerschulische Jugenerziehung,1383.74
neustift-im-mühlkreis,2017,Summe,757672.58
neustift-im-mühlkreis,2018,Allgemeinbildender Unterricht,434098.96
neustift-im-mühlkreis,2018,Vorschulische Erziehung,291354.27
neustift-im-mühlkreis,2018,Sport und außerschulische Leibeserziehung,26162.05
neustift-im-mühlkreis,2018,Forschung und Wissenschaft,1870.00
neustift-im-mühlkreis,2018,Außerschulische Jugenerziehung,665.50
neustift-im-mühlkreis,2018,Berufsb. Unterricht,52.82
neustift-im-mühlkreis,2018,Summe,754203.6
neustift-im-mühlkreis,2019,Vorschulische Erziehung,307507.36
neustift-im-mühlkreis,2019,Allgemeinbildender Unterricht,203695.79
neustift-im-mühlkreis,2019,Sport und außerschulische Leibeserziehung,20440.95
neustift-im-mühlkreis,2019,Berufsb. Unterricht,2706.45
neustift-im-mühlkreis,2019,Forschung und Wissenschaft,1030.00
neustift-im-mühlkreis,2019,Außerschulische Jugenerziehung,672.10
neustift-im-mühlkreis,2019,Summe,536052.65
niederkappel,2007,Allgemeinbildender Unterricht,109354.21
niederkappel,2007,Vorschulische Erziehung,86501.36
niederkappel,2007,Berufsb. Unterricht,5716.89
niederkappel,2007,Sport und außerschulische Leibeserziehung,1463.65
niederkappel,2007,Förderung des Unterrichtes,259.66
niederkappel,2007,Summe,203295.77
niederkappel,2008,Vorschulische Erziehung,96330.10
niederkappel,2008,Allgemeinbildender Unterricht,92661.10
niederkappel,2008,Berufsb. Unterricht,6643.40
niederkappel,2008,Sport und außerschulische Leibeserziehung,1468.85
niederkappel,2008,Förderung des Unterrichtes,259.66
niederkappel,2008,Summe,197363.11
niederkappel,2009,Vorschulische Erziehung,94971.52
niederkappel,2009,Allgemeinbildender Unterricht,90056.33
niederkappel,2009,Sport und außerschulische Leibeserziehung,11677.65
niederkappel,2009,Berufsb. Unterricht,5036.66
niederkappel,2009,Förderung des Unterrichtes,259.66
niederkappel,2009,Summe,202001.82
niederkappel,2010,Vorschulische Erziehung,98111.41
niederkappel,2010,Allgemeinbildender Unterricht,93833.59
niederkappel,2010,Sport und außerschulische Leibeserziehung,8007.49
niederkappel,2010,Berufsb. Unterricht,4384.56
niederkappel,2010,Förderung des Unterrichtes,255.88
niederkappel,2010,Summe,204592.93
niederkappel,2011,Allgemeinbildender Unterricht,328430.81
niederkappel,2011,Vorschulische Erziehung,105818.65
niederkappel,2011,Berufsb. Unterricht,3028.94
niederkappel,2011,Sport und außerschulische Leibeserziehung,2195.29
niederkappel,2011,Förderung des Unterrichtes,251.20
niederkappel,2011,Summe,439724.89
niederkappel,2012,Allgemeinbildender Unterricht,176077.19
niederkappel,2012,Vorschulische Erziehung,115306.58
niederkappel,2012,Berufsb. Unterricht,4653.89
niederkappel,2012,Sport und außerschulische Leibeserziehung,1936.82
niederkappel,2012,Förderung des Unterrichtes,248.86
niederkappel,2012,Außerschulische Jugenerziehung,242.28
niederkappel,2012,Summe,298465.62
niederkappel,2013,Vorschulische Erziehung,151629.26
niederkappel,2013,Allgemeinbildender Unterricht,119499.33
niederkappel,2013,Berufsb. Unterricht,5216.60
niederkappel,2013,Sport und außerschulische Leibeserziehung,1289.84
niederkappel,2013,Förderung des Unterrichtes,248.86
niederkappel,2013,Außerschulische Jugenerziehung,37.58
niederkappel,2013,Summe,277921.47
niederkappel,2014,Allgemeinbildender Unterricht,306212.96
niederkappel,2014,Vorschulische Erziehung,176837.22
niederkappel,2014,Berufsb. Unterricht,2575.10
niederkappel,2014,Sport und außerschulische Leibeserziehung,2246.87
niederkappel,2014,Außerschulische Jugenerziehung,507.91
niederkappel,2014,Förderung des Unterrichtes,247.42
niederkappel,2014,Summe,488627.48
niederkappel,2015,Vorschulische Erziehung,161577.48
niederkappel,2015,Allgemeinbildender Unterricht,107592.93
niederkappel,2015,Berufsb. Unterricht,1906.00
niederkappel,2015,Sport und außerschulische Leibeserziehung,1677.50
niederkappel,2015,Außerschulische Jugenerziehung,453.89
niederkappel,2015,Förderung des Unterrichtes,249.22
niederkappel,2015,Forschung und Wissenschaft,0.00
niederkappel,2015,Summe,273457.02
niederkappel,2016,Vorschulische Erziehung,165470.43
niederkappel,2016,Allgemeinbildender Unterricht,135437.83
niederkappel,2016,Berufsb. Unterricht,2295.15
niederkappel,2016,Sport und außerschulische Leibeserziehung,1146.90
niederkappel,2016,Förderung des Unterrichtes,249.94
niederkappel,2016,Forschung und Wissenschaft,225.00
niederkappel,2016,Außerschulische Jugenerziehung,0.00
niederkappel,2016,Summe,304825.25
niederkappel,2017,Vorschulische Erziehung,199507.27
niederkappel,2017,Allgemeinbildender Unterricht,128258.64
niederkappel,2017,Berufsb. Unterricht,3221.36
niederkappel,2017,Sport und außerschulische Leibeserziehung,1354.74
niederkappel,2017,Forschung und Wissenschaft,450.00
niederkappel,2017,Förderung des Unterrichtes,254.98
niederkappel,2017,Summe,333046.99
niederkappel,2018,Vorschulische Erziehung,198362.24
niederkappel,2018,Allgemeinbildender Unterricht,143024.81
niederkappel,2018,Berufsb. Unterricht,3842.55
niederkappel,2018,Sport und außerschulische Leibeserziehung,2179.36
niederkappel,2018,Außerschulische Jugenerziehung,800.00
niederkappel,2018,Forschung und Wissenschaft,450.00
niederkappel,2018,Förderung des Unterrichtes,250.48
niederkappel,2018,Summe,348909.44
niederkappel,2019,Vorschulische Erziehung,226146.27
niederkappel,2019,Allgemeinbildender Unterricht,131852.67
niederkappel,2019,Sport und außerschulische Leibeserziehung,3055.20
niederkappel,2019,Berufsb. Unterricht,2661.56
niederkappel,2019,Forschung und Wissenschaft,600.00
niederkappel,2019,Förderung des Unterrichtes,73.00
niederkappel,2019,Erwachsenenbildung,0.00
niederkappel,2019,Summe,364388.7
niederthalheim,2007,Allgemeinbildender Unterricht,194205.26
niederthalheim,2007,Sport und außerschulische Leibeserziehung,104208.02
niederthalheim,2007,Vorschulische Erziehung,38938.97
niederthalheim,2007,Förderung des Unterrichtes,3482.29
niederthalheim,2007,Berufsb. Unterricht,3130.64
niederthalheim,2007,Erwachsenenbildung,153.50
niederthalheim,2007,Summe,344118.68
niederthalheim,2008,Sport und außerschulische Leibeserziehung,668786.52
niederthalheim,2008,Allgemeinbildender Unterricht,110867.82
niederthalheim,2008,Vorschulische Erziehung,48976.53
niederthalheim,2008,Förderung des Unterrichtes,5772.76
niederthalheim,2008,Berufsb. Unterricht,2750.00
niederthalheim,2008,Außerschulische Jugenerziehung,270.00
niederthalheim,2008,Summe,837423.63
niederthalheim,2009,Allgemeinbildender Unterricht,128919.08
niederthalheim,2009,Sport und außerschulische Leibeserziehung,110565.37
niederthalheim,2009,Vorschulische Erziehung,41286.65
niederthalheim,2009,Förderung des Unterrichtes,7824.76
niederthalheim,2009,Berufsb. Unterricht,3358.44
niederthalheim,2009,Erwachsenenbildung,103.00
niederthalheim,2009,Summe,292057.3
niederthalheim,2010,Sport und außerschulische Leibeserziehung,464882.85
niederthalheim,2010,Allgemeinbildender Unterricht,116236.09
niederthalheim,2010,Vorschulische Erziehung,55216.01
niederthalheim,2010,Förderung des Unterrichtes,10171.00
niederthalheim,2010,Berufsb. Unterricht,4297.42
niederthalheim,2010,Erwachsenenbildung,62.00
niederthalheim,2010,Summe,650865.37
niederthalheim,2011,Allgemeinbildender Unterricht,217149.63
niederthalheim,2011,Vorschulische Erziehung,165823.99
niederthalheim,2011,Sport und außerschulische Leibeserziehung,53889.20
niederthalheim,2011,Förderung des Unterrichtes,8350.05
niederthalheim,2011,Berufsb. Unterricht,2864.00
niederthalheim,2011,Summe,448076.87
niederthalheim,2012,Allgemeinbildender Unterricht,292687.10
niederthalheim,2012,Vorschulische Erziehung,225898.41
niederthalheim,2012,Sport und außerschulische Leibeserziehung,59161.60
niederthalheim,2012,Förderung des Unterrichtes,8536.41
niederthalheim,2012,Berufsb. Unterricht,1834.00
niederthalheim,2012,Erwachsenenbildung,180.00
niederthalheim,2012,Summe,588297.52
niederthalheim,2013,Allgemeinbildender Unterricht,166455.89
niederthalheim,2013,Vorschulische Erziehung,73685.30
niederthalheim,2013,Sport und außerschulische Leibeserziehung,49117.78
niederthalheim,2013,Förderung des Unterrichtes,9275.28
niederthalheim,2013,Berufsb. Unterricht,2666.00
niederthalheim,2013,Erwachsenenbildung,160.00
niederthalheim,2013,Summe,301360.25
niederthalheim,2014,Allgemeinbildender Unterricht,183151.99
niederthalheim,2014,Sport und außerschulische Leibeserziehung,138181.30
niederthalheim,2014,Vorschulische Erziehung,85869.28
niederthalheim,2014,Förderung des Unterrichtes,11855.28
niederthalheim,2014,Berufsb. Unterricht,1882.00
niederthalheim,2014,Erwachsenenbildung,160.00
niederthalheim,2014,Summe,421099.85
niederthalheim,2015,Allgemeinbildender Unterricht,228537.57
niederthalheim,2015,Vorschulische Erziehung,120136.78
niederthalheim,2015,Sport und außerschulische Leibeserziehung,39067.74
niederthalheim,2015,Förderung des Unterrichtes,9734.48
niederthalheim,2015,Forschung und Wissenschaft,1350.00
niederthalheim,2015,Berufsb. Unterricht,1200.00
niederthalheim,2015,Erwachsenenbildung,160.00
niederthalheim,2015,Summe,400186.57
niederthalheim,2016,Allgemeinbildender Unterricht,181861.30
niederthalheim,2016,Vorschulische Erziehung,101281.14
niederthalheim,2016,Sport und außerschulische Leibeserziehung,54231.67
niederthalheim,2016,Förderung des Unterrichtes,11168.15
niederthalheim,2016,Forschung und Wissenschaft,1500.00
niederthalheim,2016,Berufsb. Unterricht,988.00
niederthalheim,2016,Erwachsenenbildung,160.00
niederthalheim,2016,Summe,351190.26
niederthalheim,2017,Allgemeinbildender Unterricht,149288.17
niederthalheim,2017,Vorschulische Erziehung,121544.42
niederthalheim,2017,Sport und außerschulische Leibeserziehung,39570.35
niederthalheim,2017,Förderung des Unterrichtes,14905.16
niederthalheim,2017,Berufsb. Unterricht,1363.68
niederthalheim,2017,Forschung und Wissenschaft,1350.00
niederthalheim,2017,Erwachsenenbildung,160.00
niederthalheim,2017,Summe,328181.78
niederthalheim,2018,Vorschulische Erziehung,148405.72
niederthalheim,2018,Allgemeinbildender Unterricht,143970.39
niederthalheim,2018,Sport und außerschulische Leibeserziehung,47136.10
niederthalheim,2018,Förderung des Unterrichtes,13865.49
niederthalheim,2018,Berufsb. Unterricht,2551.73
niederthalheim,2018,Forschung und Wissenschaft,1425.00
niederthalheim,2018,Außerschulische Jugenerziehung,467.15
niederthalheim,2018,Erwachsenenbildung,160.00
niederthalheim,2018,Summe,357981.58
niederthalheim,2019,Vorschulische Erziehung,147596.05
niederthalheim,2019,Allgemeinbildender Unterricht,145742.18
niederthalheim,2019,Sport und außerschulische Leibeserziehung,40522.07
niederthalheim,2019,Förderung des Unterrichtes,12514.32
niederthalheim,2019,Berufsb. Unterricht,6204.23
niederthalheim,2019,Forschung und Wissenschaft,975.00
niederthalheim,2019,Erwachsenenbildung,160.00
niederthalheim,2019,Außerschulische Jugenerziehung,0.00
niederthalheim,2019,Summe,353713.85
niederwaldkirchen,2007,Allgemeinbildender Unterricht,768479.08
niederwaldkirchen,2007,Vorschulische Erziehung,201315.60
niederwaldkirchen,2007,Sport und außerschulische Leibeserziehung,20368.37
niederwaldkirchen,2007,Förderung des Unterrichtes,4735.60
niederwaldkirchen,2007,Berufsb. Unterricht,4211.36
niederwaldkirchen,2007,Erwachsenenbildung,2000.00
niederwaldkirchen,2007,Summe,1001110.01
niederwaldkirchen,2008,Allgemeinbildender Unterricht,739389.28
niederwaldkirchen,2008,Vorschulische Erziehung,279500.55
niederwaldkirchen,2008,Sport und außerschulische Leibeserziehung,32024.37
niederwaldkirchen,2008,Förderung des Unterrichtes,22239.29
niederwaldkirchen,2008,Berufsb. Unterricht,15017.88
niederwaldkirchen,2008,Erwachsenenbildung,2000.00
niederwaldkirchen,2008,Summe,1090171.37
niederwaldkirchen,2009,Allgemeinbildender Unterricht,299023.10
niederwaldkirchen,2009,Vorschulische Erziehung,258375.63
niederwaldkirchen,2009,Förderung des Unterrichtes,85308.19
niederwaldkirchen,2009,Sport und außerschulische Leibeserziehung,21355.22
niederwaldkirchen,2009,Berufsb. Unterricht,11430.06
niederwaldkirchen,2009,Erwachsenenbildung,3605.77
niederwaldkirchen,2009,Summe,679097.97
niederwaldkirchen,2010,Allgemeinbildender Unterricht,744790.33
niederwaldkirchen,2010,Vorschulische Erziehung,313170.94
niederwaldkirchen,2010,Förderung des Unterrichtes,92610.77
niederwaldkirchen,2010,Sport und außerschulische Leibeserziehung,22640.41
niederwaldkirchen,2010,Berufsb. Unterricht,10008.26
niederwaldkirchen,2010,Erwachsenenbildung,2000.00
niederwaldkirchen,2010,Außerschulische Jugenerziehung,523.51
niederwaldkirchen,2010,Summe,1185744.22
niederwaldkirchen,2011,Allgemeinbildender Unterricht,816729.41
niederwaldkirchen,2011,Vorschulische Erziehung,706914.93
niederwaldkirchen,2011,Förderung des Unterrichtes,96463.74
niederwaldkirchen,2011,Sport und außerschulische Leibeserziehung,15888.98
niederwaldkirchen,2011,Berufsb. Unterricht,6566.30
niederwaldkirchen,2011,Erwachsenenbildung,2000.00
niederwaldkirchen,2011,Außerschulische Jugenerziehung,692.85
niederwaldkirchen,2011,Summe,1645256.21
niederwaldkirchen,2012,Allgemeinbildender Unterricht,1498640.67
niederwaldkirchen,2012,Vorschulische Erziehung,855687.72
niederwaldkirchen,2012,Förderung des Unterrichtes,102662.34
niederwaldkirchen,2012,Sport und außerschulische Leibeserziehung,18461.19
niederwaldkirchen,2012,Berufsb. Unterricht,9487.99
niederwaldkirchen,2012,Erwachsenenbildung,2200.00
niederwaldkirchen,2012,Außerschulische Jugenerziehung,288.22
niederwaldkirchen,2012,Summe,2487428.13
niederwaldkirchen,2013,Vorschulische Erziehung,734770.62
niederwaldkirchen,2013,Allgemeinbildender Unterricht,566880.48
niederwaldkirchen,2013,Förderung des Unterrichtes,107189.83
niederwaldkirchen,2013,Sport und außerschulische Leibeserziehung,20989.34
niederwaldkirchen,2013,Berufsb. Unterricht,10879.46
niederwaldkirchen,2013,Erwachsenenbildung,3886.40
niederwaldkirchen,2013,Außerschulische Jugenerziehung,2250.65
niederwaldkirchen,2013,Summe,1446846.78
niederwaldkirchen,2014,Allgemeinbildender Unterricht,704495.46
niederwaldkirchen,2014,Vorschulische Erziehung,492784.49
niederwaldkirchen,2014,Förderung des Unterrichtes,112360.77
niederwaldkirchen,2014,Sport und außerschulische Leibeserziehung,20427.22
niederwaldkirchen,2014,Berufsb. Unterricht,9149.00
niederwaldkirchen,2014,Erwachsenenbildung,3886.40
niederwaldkirchen,2014,Außerschulische Jugenerziehung,780.29
niederwaldkirchen,2014,Summe,1343883.63
niederwaldkirchen,2015,Vorschulische Erziehung,463573.61
niederwaldkirchen,2015,Allgemeinbildender Unterricht,405155.05
niederwaldkirchen,2015,Förderung des Unterrichtes,122174.69
niederwaldkirchen,2015,Sport und außerschulische Leibeserziehung,17338.47
niederwaldkirchen,2015,Berufsb. Unterricht,5477.30
niederwaldkirchen,2015,Erwachsenenbildung,3886.40
niederwaldkirchen,2015,Außerschulische Jugenerziehung,560.67
niederwaldkirchen,2015,Summe,1018166.19
niederwaldkirchen,2016,Allgemeinbildender Unterricht,501344.89
niederwaldkirchen,2016,Vorschulische Erziehung,497057.14
niederwaldkirchen,2016,Förderung des Unterrichtes,132122.81
niederwaldkirchen,2016,Sport und außerschulische Leibeserziehung,42980.67
niederwaldkirchen,2016,Berufsb. Unterricht,19032.16
niederwaldkirchen,2016,Erwachsenenbildung,4386.40
niederwaldkirchen,2016,Forschung und Wissenschaft,1500.00
niederwaldkirchen,2016,Außerschulische Jugenerziehung,1166.42
niederwaldkirchen,2016,Summe,1199590.49
niederwaldkirchen,2017,Vorschulische Erziehung,560646.01
niederwaldkirchen,2017,Allgemeinbildender Unterricht,554089.27
niederwaldkirchen,2017,Förderung des Unterrichtes,137048.21
niederwaldkirchen,2017,Berufsb. Unterricht,21613.18
niederwaldkirchen,2017,Sport und außerschulische Leibeserziehung,19090.49
niederwaldkirchen,2017,Erwachsenenbildung,4386.40
niederwaldkirchen,2017,Forschung und Wissenschaft,1500.00
niederwaldkirchen,2017,Außerschulische Jugenerziehung,730.03
niederwaldkirchen,2017,Summe,1299103.59
niederwaldkirchen,2018,Allgemeinbildender Unterricht,784334.97
niederwaldkirchen,2018,Vorschulische Erziehung,543474.58
niederwaldkirchen,2018,Förderung des Unterrichtes,144021.30
niederwaldkirchen,2018,Sport und außerschulische Leibeserziehung,22250.40
niederwaldkirchen,2018,Berufsb. Unterricht,17471.75
niederwaldkirchen,2018,Erwachsenenbildung,4386.40
niederwaldkirchen,2018,Außerschulische Jugenerziehung,823.12
niederwaldkirchen,2018,Forschung und Wissenschaft,750.00
niederwaldkirchen,2018,Summe,1517512.52
niederwaldkirchen,2019,Allgemeinbildender Unterricht,1045132.34
niederwaldkirchen,2019,Vorschulische Erziehung,555410.48
niederwaldkirchen,2019,Förderung des Unterrichtes,147861.81
niederwaldkirchen,2019,Berufsb. Unterricht,23808.37
niederwaldkirchen,2019,Sport und außerschulische Leibeserziehung,18332.82
niederwaldkirchen,2019,Erwachsenenbildung,4386.40
niederwaldkirchen,2019,Forschung und Wissenschaft,600.00
niederwaldkirchen,2019,Außerschulische Jugenerziehung,566.89
niederwaldkirchen,2019,Summe,1796099.11
oberhofen-am-irrsee,2007,Sport und außerschulische Leibeserziehung,352235.00
oberhofen-am-irrsee,2007,Allgemeinbildender Unterricht,122765.88
oberhofen-am-irrsee,2007,Vorschulische Erziehung,56968.24
oberhofen-am-irrsee,2007,Berufsb. Unterricht,9641.23
oberhofen-am-irrsee,2007,Förderung des Unterrichtes,3390.28
oberhofen-am-irrsee,2007,Summe,545000.63
oberhofen-am-irrsee,2008,Sport und außerschulische Leibeserziehung,178142.94
oberhofen-am-irrsee,2008,Allgemeinbildender Unterricht,132484.07
oberhofen-am-irrsee,2008,Vorschulische Erziehung,65783.41
oberhofen-am-irrsee,2008,Berufsb. Unterricht,10340.16
oberhofen-am-irrsee,2008,Förderung des Unterrichtes,1465.76
oberhofen-am-irrsee,2008,Summe,388216.34
oberhofen-am-irrsee,2009,Sport und außerschulische Leibeserziehung,252252.71
